,mutant_ID,mutated_genes,plate,i (converted to letter),j,source_df
3786,LMJ.RY0402.170897,Cre10.g465650,21,P,23,mutants_beg_down_y2
3791,LMJ.RY0402.247339,Cre10.g465650,23,B,14,mutants_beg_down_y2
3797,LMJ.RY0402.241674,Cre16.g674739,1,J,1,mutants_beg_down_y2
3801,LMJ.RY0402.052609,Cre10.g439350,1,I,14,mutants_beg_down_y2
3803,LMJ.RY0402.048700,Cre10.g465650,20,A,12,mutants_beg_down_y2
3804,LMJ.RY0402.061747,Cre10.g465650,20,F,13,mutants_beg_down_y2
3833,LMJ.RY0402.089180,Cre02.g105350,3,J,11,mutants_beg_up_y2
3834,LMJ.RY0402.096253,Cre02.g105350,3,P,1,mutants_beg_up_y2
3843,LMJ.RY0402.103909,Cre06.g285451,4,H,6,mutants_beg_up_y2
3848,LMJ.RY0402.116468,Cre06.g295600,5,F,3,mutants_beg_up_y2
3849,LMJ.RY0402.116828,Cre06.g295600,5,F,4,mutants_beg_up_y2
3851,LMJ.RY0402.125941,Cre06.g285451,5,P,5,mutants_beg_up_y2
3872,LMJ.RY0402.141958,Cre16.g648750,7,D,2,mutants_beg_up_y2
3873,LMJ.RY0402.143718,Cre16.g648750,7,F,24,mutants_beg_up_y2
3874,LMJ.RY0402.145715,Cre06.g295600,7,I,9,mutants_beg_up_y2
3887,LMJ.RY0402.179394,Cre07.g323450,9,O,17,mutants_beg_up_y2
3892,LMJ.RY0402.189319,Cre16.g648750,10,L,16,mutants_beg_up_y2
3902,LMJ.RY0402.243044,Cre02.g095111,14,H,18,mutants_beg_up_y2
3908,LMJ.RY0402.043444,Cre02.g105350,15,M,13,mutants_beg_up_y2
3914,LMJ.RY0402.113423,Cre07.g323450,16,F,11,mutants_beg_up_y2
3915,LMJ.RY0402.253186,Cre02.g095111,16,O,5,mutants_beg_up_y2
3926,LMJ.RY0402.152855,Cre02.g095111,8,A,17,mutants_beg_up_y2
3971,LMJ.RY0402.078936,Cre10.g444000,3,A,11,special_mutants_y2
3976,LMJ.RY0402.209920,Cre10.g444000,12,C,6,special_mutants_y2
3977,LMJ.RY0402.217896,Cre10.g444000,12,M,8,special_mutants_y2
3984,LMJ.RY0402.252269,Cre10.g444000,15,A,22,special_mutants_y2
3990,LMJ.RY0402.134589,Cre10.g444000,18,D,20,special_mutants_y2
3996,LMJ.RY0402.064049,Cre10.g444000,17,A,10,special_mutants_y2
